fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,is_suppressed
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,372.0,6.2,0,1
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,440,156.0,2.6,0,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,125,270.0,4.5,0,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,3379,138.0,2.3,0,0
2015-2016,2015,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,809,156.0,2.6,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,4120,114.0,1.9,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,392,291.0,4.85,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,9,330.0,5.5,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,1982,204.0,3.4,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,1144,258.0,4.3,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,7939,198.0,3.3,0,0
2015-2016,2015,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,3059,228.0,3.8,0,0
2015-2016,2015,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,4124,540.0,9.0,1,0
2015-2016,2015,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,327,474.0,7.9,1,0
2015-2016,2015,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,33,330.0,5.5,1,0
2015-2016,2015,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,82,147.0,2.45,1,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Asthma,Admitted,1522,534.0,8.9,1,0
2015-2016,2015,Less urgent,3,Admitted,Asthma,Admitted,97,396.0,6.6,1,0
2015-2016,2015,Non-urgent,3,Admitted,Asthma,Admitted,11,420.0,7.0,1,0
2015-2016,2015,Unknown,3,Admitted,Asthma,Admitted,17,252.0,4.2,1,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,89,822.0,13.7,1,0
2015-2016,2015,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,10,849.0,14.15,1,0
2015-2016,2015,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2015-2016,2015,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,225.0,3.75,1,1
2015-2016,2015,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2496,408.0,6.8,1,0
2015-2016,2015,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,459,366.0,6.1,1,0
2015-2016,2015,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,36,297.0,4.95,1,0
2015-2016,2015,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,50,204.0,3.4,1,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,14294,624.0,10.4,1,0
2015-2016,2015,Less urgent,3,Admitted,Pneumonia,Admitted,1434,396.0,6.6,1,0
2015-2016,2015,Non-urgent,3,Admitted,Pneumonia,Admitted,98,471.0,7.85,1,0
2015-2016,2015,Unknown,3,Admitted,Pneumonia,Admitted,210,192.0,3.2,1,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Trauma,Admitted,38778,486.0,8.1,1,0
2015-2016,2015,Less urgent,3,Admitted,Trauma,Admitted,6641,405.0,6.75,1,0
2015-2016,2015,Non-urgent,3,Admitted,Trauma,Admitted,453,312.0,5.2,1,0
2015-2016,2015,Unknown,3,Admitted,Trauma,Admitted,332,198.0,3.3,1,0
2015-2016,2015,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,28732,510.0,8.5,1,0
2015-2016,2015,Less urgent,3,Admitted,Unintentional Falls,Admitted,4223,438.0,7.3,1,0
2015-2016,2015,Non-urgent,3,Admitted,Unintentional Falls,Admitted,223,351.0,5.85,1,0
2015-2016,2015,Unknown,3,Admitted,Unintentional Falls,Admitted,201,222.0,3.7,1,0
2015-2016,2015,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,26,174.0,2.9,0,0
2015-2016,2015,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,165.0,2.75,0,1
2015-2016,2015,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,10,51.0,0.85,0,0
2015-2016,2015,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Death,Asthma,Not Admitted,0,102.0,1.7,0,1
2015-2016,2015,Unknown,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,48.0,0.8,0,1
2015-2016,2015,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,99.0,1.65,0,1
2015-2016,2015,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,6,12.0,0.2,0,0
2015-2016,2015,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,8,630.0,10.5,0,0
2015-2016,2015,Less urgent,3,Death,Pneumonia,Not Admitted,0,588.0,9.8,0,1
2015-2016,2015,Non-urgent,3,Death,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Death,Pneumonia,Not Admitted,0,84.0,1.4,0,1
2015-2016,2015,CTAS III - Urgent,3,Death,Trauma,Not Admitted,28,324.0,5.4,0,0
2015-2016,2015,Less urgent,3,Death,Trauma,Not Admitted,17,66.0,1.1,0,0
2015-2016,2015,Non-urgent,3,Death,Trauma,Not Admitted,0,120.0,2.0,0,1
2015-2016,2015,Unknown,3,Death,Trauma,Not Admitted,9,12.0,0.2,0,0
2015-2016,2015,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,20,360.0,6.0,0,0
2015-2016,2015,Less urgent,3,Death,Unintentional Falls,Not Admitted,7,84.0,1.4,0,0
2015-2016,2015,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,228,348.0,5.8,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,37,264.0,4.4,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,8,90.0,1.5,0,0
2015-2016,2015,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,474.0,7.9,0,1
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,28641,156.0,2.6,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Asthma,Not Admitted,13189,108.0,1.8,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1522,78.0,1.3,0,0
2015-2016,2015,Unknown,3,Discharged Home,Asthma,Not Admitted,386,72.0,1.2,0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,433,192.0,3.2,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,242,138.0,2.3,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,21,156.0,2.6,0,0
2015-2016,2015,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,5,72.0,1.2,0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,68163,144.0,2.4,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,46958,114.0,1.9,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,3012,96.0,1.6,0,0
2015-2016,2015,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,901,84.0,1.4,0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,46391,180.0,3.0,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,23843,126.0,2.1,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1899,114.0,1.9,0,0
2015-2016,2015,Unknown,3,Discharged Home,Pneumonia,Not Admitted,476,102.0,1.7,0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,648107,138.0,2.3,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Trauma,Not Admitted,871123,108.0,1.8,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Trauma,Not Admitted,76457,90.0,1.5,0,0
2015-2016,2015,Unknown,3,Discharged Home,Trauma,Not Admitted,11178,72.0,1.2,0,0
2015-2016,2015,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,231291,156.0,2.6,0,0
2015-2016,2015,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,237011,114.0,1.9,0,0
2015-2016,2015,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,14247,102.0,1.7,0,0
2015-2016,2015,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,2800,84.0,1.4,0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,14,165.0,2.75,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,24.0,0.4,0,1
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,6.0,0.1,0,1
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,31,210.0,3.5,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,159.0,2.65,0,1
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,118,189.0,3.15,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,52,225.0,3.75,0,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,5,78.0,1.3,0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,228.0,3.8,0,1
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,70,216.0,3.6,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,7,306.0,5.1,0,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2083,204.0,3.4,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1026,159.0,2.65,0,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,119,96.0,1.6,0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,24,180.0,3.0,0,0
2015-2016,2015,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,566,192.0,3.2,0,0
2015-2016,2015,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,312,162.0,2.7,0,0
2015-2016,2015,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,24,114.0,1.9,0,0
2015-2016,2015,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,7,216.0,3.6,0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,30,291.0,4.85,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,180.0,3.0,0,1
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,156.0,2.6,0,1
2015-2016,2015,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,330,138.0,2.3,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,97,126.0,2.1,0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,13,69.0,1.15,0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,10,165.0,2.75,0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,222.0,3.7,0,1
2015-2016,2015,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,48.0,0.8,0,1
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1699,132.0,2.2,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1302,120.0,2.0,0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,89,120.0,2.0,0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,33,120.0,2.0,0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,175,210.0,3.5,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,70,192.0,3.2,0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,9,84.0,1.4,0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,5,36.0,0.6,0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,18689,126.0,2.1,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,26281,114.0,1.9,0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,3065,90.0,1.5,0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,1172,42.0,0.7,0,0
2015-2016,2015,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5004,132.0,2.2,0,0
2015-2016,2015,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5597,114.0,1.9,0,0
2015-2016,2015,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,361,102.0,1.7,0,0
2015-2016,2015,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,140,45.0,0.75,0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,1037,234.0,3.9,0,0
2015-2016,2015,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,106,261.0,4.35,0,0
2015-2016,2015,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,12,279.0,4.65,0,0
2015-2016,2015,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,69,141.0,2.35,0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,161,336.0,5.6,0,0
2015-2016,2015,Less urgent,3,Transferred,Asthma,Not Admitted,13,240.0,4.0,0,0
2015-2016,2015,Non-urgent,3,Transferred,Asthma,Not Admitted,0,36.0,0.6,0,1
2015-2016,2015,Unknown,3,Transferred,Asthma,Not Admitted,0,732.0,12.2,0,1
2015-2016,2015,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,462.0,7.7,0,1
2015-2016,2015,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,432.0,7.2,0,1
2015-2016,2015,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,1236,216.0,3.6,0,0
2015-2016,2015,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,220,192.0,3.2,0,0
2015-2016,2015,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,11,123.0,2.05,0,0
2015-2016,2015,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,89,126.0,2.1,0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,930,288.0,4.8,0,0
2015-2016,2015,Less urgent,3,Transferred,Pneumonia,Not Admitted,145,264.0,4.4,0,0
2015-2016,2015,Non-urgent,3,Transferred,Pneumonia,Not Admitted,10,321.0,5.35,0,0
2015-2016,2015,Unknown,3,Transferred,Pneumonia,Not Admitted,20,195.0,3.25,0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,9827,234.0,3.9,0,0
2015-2016,2015,Less urgent,3,Transferred,Trauma,Not Admitted,2626,198.0,3.3,0,0
2015-2016,2015,Non-urgent,3,Transferred,Trauma,Not Admitted,205,174.0,2.9,0,0
2015-2016,2015,Unknown,3,Transferred,Trauma,Not Admitted,316,150.0,2.5,0,0
2015-2016,2015,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,5564,270.0,4.5,0,0
2015-2016,2015,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1283,234.0,3.9,0,0
2015-2016,2015,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,77,252.0,4.2,0,0
2015-2016,2015,Unknown,3,Transferred,Unintentional Falls,Not Admitted,119,174.0,2.9,0,0
2015-2016,2015,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2015-2016,2015,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,1196,90.0,1.5,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,616,429.0,7.15,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,13,546.0,9.1,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,2318,258.0,4.3,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,1430,534.0,8.9,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,5927,264.0,4.4,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,1619,318.0,5.3,1,0
2014-2015,2014,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,370,24.0,0.4,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,0,54.0,0.9,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,170,30.0,0.5,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,41,156.0,2.6,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,535,36.0,0.6,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,85,144.0,2.4,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,19,168.0,2.8,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,392,222.0,3.7,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,0,297.0,4.95,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,525,270.0,4.5,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,158,210.0,3.5,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,3325,246.0,4.1,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,608,264.0,4.4,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,65,30.0,0.5,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,0,375.0,6.25,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,8,258.0,4.3,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,59,234.0,3.9,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,11,234.0,3.9,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,540.0,9.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,10,198.0,3.3,0,0
2014-2015,2014,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2014-2015,2014,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,8,222.0,3.7,0,0
